SMILES,log-likelihood
C1C(=O)N(c2ccccc2C(=N1)c1cc(ccc1)Cl)C,0.2465164589811113
c12c(cccc2)C(c2cc(Cl)ccc2)=NCC(=O)N1C,0.280543487568125
c1cccc2c1C(=NCC(N2C)=O)c1ccc(Cl)cc1,0.14955423936820958
c1ccc2c(C(=O)N(CC(=N2)c2cccc(c2)Cl)C)c1,0.16991043167275918
c12c(C(=O)N(CC(=N2)c2ccccc2)C)cc(Cl)cc1,0.2740471371949617
c1cc2c(cc1)C(CN2C(c1cc(C#N)ccc1)=O)N=C,0.26404825394060155
c1cc(C(N2CC=C(N2)c2ccccc2)=O)cc(c1C)Cl,0.25725818852372273
C1(N(CC)c2ccccc2C(c2cccc(Cl)c2)=N1)=O,0.19927336408039578
c1ccc2c(c1)C(=NC(=O)N2CC)c1ccc(Cl)cc1,0.18767876348771861
c1cc(ccc1)C1c2cc(Cl)ccc2N(C(=O)CN=1)C,0.2467729921184641
c1ccc(cc1)C1CN(C(c2cc(Cl)ccc2N=1)=O)C,0.29189469128553097
c1cc2c(cc1)C(c1cccc(Cl)c1)=NCCN2C=O,0.332893739264444
c1(ccccc1)C(N1C(=O)c2ccc(Cl)cc2C=N1)=O,0.32959541729082914
c1ccc2c(C(=NCC#C)N(C2=O)c2ccc(cc2)C)c1,0.19840002887401034
c1ccc(cc1)N1N=C(c2cc(Cl)ccc2C1=O)CC,0.4252543645670307
c1cccc2N(C(=O)c3cccc(c3)Cl)CNC(c21)=C,0.3645969661736576
c1ccc(cc1)C1=NCC(=O)N1c1cc(C)c(Cl)cc1,0.25042120670121604
N1(c2c(CC1=NC)ccc(c2)Cl)C(=O)c1ccccc1,0.31483524448551753
c1cccc(C2CN(C(=O)c3cc(Cl)ccc3)N=2)c1C,0.29230848974687934
c1cccc2c1C(N(C2=NCC)c1ccc(cc1)Cl)=O,0.31102721912066045
C1(=O)C(c2ccccc2)=Nc2ccc(cc2CN1C)Cl,0.2814381149312497
c1cc(ccc1C1=Nc2ccccc2C(=O)N1CC)Cl,0.22911038456801774
c1ccc(cc1)C1=CN(C(=O)c2cc(Cl)ccc21)CN=C,0.2949476323361296
c1c(ccc2c1C(=O)N(CC2=NC)c1ccccc1)Cl,0.26580379624032463
c1cc(cc(c1)C#N)C(N1CC(=O)Nc2c1cccc2)=O,0.18551585214903882
c1cccc2N(C(c3ccc(cc3)Cl)=NC)CC(c21)=O,0.27240833437922124
C(#N)c1cc(ccc1)NC1c2ccccc2N(CC1=O)C,0.5754363831979367
c1ccc2c(N(C(=NC)c3ccc(Cl)cc3)C(C2)=O)c1,0.3278668836503925
c1cccc2N(C(c3cccc(Cl)c3)=O)C(=NCC)c12,0.2481948894462683
C1(N(C(=O)c2ccccc2)CCN=1)c1cc(Cl)c(cc1)C,0.33912242323668423
c1cccc2c1N(CC(N2)=O)C(=C)c1ccc(Cl)cc1,0.2593290427806389
c1c(Cl)ccc(c1)C1N(C(=O)c2ccccc2N=1)CC,0.2686551869885175
c1cc2N(C(=O)c3ccc(C#N)cc3)CC(=NC)c2cc1,0.2266654151031596
C(C)N1C(c2ccccc2C1=O)=Nc1cccc(c1)Cl,0.24547740351459366
c1c(cccc1)N1C(=O)c2cc(ccc2C1)C(=NC)NCl,0.21623395656444572
C1(N(C(c2c1cccc2)=O)c1ccc(cc1)C#CCNC)=O,0.32473238954251327
c1ccc2c(N(C(=O)c3cccc(c3)Cl)C=CN2)c1,0.1736160688564598
c1c(cccc1)C1N(c2ccc(cc2Cl)C)C(=O)CN=1,0.3198675347696198
c12ccccc1C(=Nc1cc(Cl)ccc1)N(CC2=O)C,0.3176090509966486
c1c(ccc(C2c3c(Cl)cccc3N(C(=O)N=2)CC)c1)C,0.36209361481668934
c1cc(ccc1)C1N(c2c(ccc(C#N)c2)C(N1C)=O)C=O,0.3322695723468585
c1ccc2c(C(=NCC2=O)N(C)c2cccc(c2)Cl)c1,0.164495292731688
c1c(ccc2c1C(=NCCN2C)c1ccccc1)Cl,0.2702726158058941
c1cccc2c1N(C(c1cccc(c1)Cl)=O)CC2=NC,0.3196875717445163
C1(=O)c2c(C(=NC1)N(C)c1cccc(Cl)c1)cccc2,0.27803657078813443
c1ccccc1C1=NCC(=O)N1c1ccc(cc1Br)C,0.2992654605153529
c1ccc(cc1)C1=NCC(=O)N1c1cc(Cl)c(C)cc1,0.20056420553775886
c1cc2C(N(CC(=O)N=C)c3ccc(Br)cc3)c2cc1,0.32549631512106797
c1c2c(ccc1)C(=CN(C)C2=O)Nc1ccc(cc1)Cl,0.21714848723384325
c1cccc2c1C(N(CC#C)N=C2c1cccc(c1)Br)=O,0.3878344715126631
C1(=O)c2c(N(C(=N1)c1cccc(c1)Cl)CC)cccc2,0.27949396341573485
c1(ccc(cc1)C#N)N1CC(=O)N(C1c1c(cccc1)C)C,0.39832480827523675
c1cccc2c1C(=NC(=O)c1cccc(Cl)c1)N(C2)C,0.19472957757025935
c1c(C2N(C(=O)c3c2cccc3)CC)cccc1C#N,0.43365851993245236
c1cc(ccc1)C1=CC(=O)N(C)c2ccc(Cl)cc2N1,0.23783949386387163
c1ccc(N=C2c3c(C(=O)N(C2)C)cccc3)cc1Cl,0.3216777606151382
c1cc(cc2c1C(=O)N(C)C(=NC2)c1ccccc1)Cl,0.28051499213449355
c12ccccc1C(=O)N(C2=NCC#C)c1cccc(Cl)c1,0.25299307648188274
c1cc2c(N(C(c3ccc(cc3)C#N)=O)CC(N2C)=O)cc1,0.257213280388993
c1c(cc(cc1)C1c2c(cccc2)C(N(C)CCN=1)=O)Cl,0.40330784483381843
