SMILES,log-likelihood
c1ccc(C(N2c3c(cccc3)C(=NC)C2)=O)cc1Cl,0.27016801119719136
C1N(c2cc(ccc2)Cl)C(c2cccc(c2)C(=O)NC)=NC1,0.4757161886028821
c1cccc2N(C(c3cccc(Cl)c3)=C)CC(=O)Nc12,0.3899547014369489
c1c(Cl)cccc1C1Nc2c(cccc2)C(N(C=1)CC)=O,0.4178420761521285
c1ccc2c(c1)C(=NCC(=O)N2C)c1cc(Cl)ccc1,0.22373897906592824
c1cccc2c1C(N(C(=O)c1cc(C#N)ccc1)C2)C,0.1926586850886701
c1ccccc1C1=NCCN1C(c1cc(c(cc1)Cl)C)=O,0.22717392239251763
c1cccc(c1)C1=NCC(N1c1c(ccc(c1)Cl)C)=O,0.34555703416148803
c1cccc2C(=O)N(C)C(=Nc21)Cc1cc(Cl)ccc1,0.2837683887259317
c1ccc2c(N(C)C(=O)C(=C2)Nc2cccc(Cl)c2)c1,0.23874004075052824
c1cc(Cl)cc2c1C(=O)C(CN2c1ccccc1)=NC,0.30298607363117114
c1c2c(ccc1)C(c1cccc(c1)Cl)=NCCN2C,0.3316110136967405
c1ccc2N(C(C(=NC)c2c1)=O)Cc1cccc(Cl)c1,0.2859770444536399
c1cc(cc(c1)Cl)C1=Nc2c(C(=O)N(C)C1)cccc2,0.24569250142103627
C1(=O)N(C(c2ccc(Cl)cc2)=NC1)c1c(C)cccc1,0.2693382396755638
c1cc(ccc1)C1=Nc2cc(ccc2N(C)C1=O)Cl,0.2592989244305244
c1ccc(c(c1)Cl)C1=NCC(=O)N1C,0.325075992241001
C1(N(C(=O)c2c1ccc(c2)Cl)CC=NC)c1ccccc1,0.32082171164679846
c1ccc(cc1)C1=NCC(N1c1ccc(c(c1)Cl)C)=O,0.25773177013506093
c1c2C(N(C(c2cc(c1)NC)=O)CC#C)c1ccccc1,0.37277099195199825
C1(c2c(Cl)cccc2)N(C(=O)c2cccc(c2)N(C)C)CC=1,0.28061114126771647
c1cccc2c1C(=Nc1cc(ccc1)Cl)CN(C)C2=O,0.2059794891510553
c1cccc(c1)C(=O)N1c2ccc(Cl)cc2C=CC1NC,0.20705911888144113
c1cc(ccc1C1=NCC(=O)c2ccccc2N1C)Cl,0.22089415706508012
c1c(Cl)ccc(c1)C1CN(C)C(c2ccccc2C=1)=O,0.3489063988389523
c1cc2c(cc1)C(=CC(=O)N2c1cccc(c1)Cl)NC,0.25279668621547147
c1ccc2c(c1)C(=O)N(C)CC(=N2)c1cccc(Cl)c1,0.2846001182597334
c1cc2c(cc1)N(CC)C(=NC2c1ccc(cc1)Cl)C,0.27649076727402183
